����,������,�Ƕ�ռ����,��ռ����,�Ƕ�ռ���� %,��ռ���� %,ģ����,
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
64,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
68,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
69,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
70,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
71,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
72,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
73,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
74,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
75,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
76,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
77,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
78,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
79,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
80,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
81,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
82,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
83,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
84,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
85,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
86,"[wow64.dll]",1,1,0.06,0.06,"wow64.dll",
39,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
40,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
41,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
42,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
43,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
44,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
48,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
49,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
50,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
51,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
52,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
53,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
54,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
55,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
56,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
57,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
58,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
59,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
60,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
63,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
64,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
65,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
66,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
67,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
68,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
69,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
30,"[WindowsBase.ni.dll]",5,0,0.30,0.00,"WindowsBase.ni.dll",
31,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
32,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
33,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
34,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
35,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
36,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
37,"[ieframe.dll]",5,0,0.30,0.00,"ieframe.dll",
38,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
39,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
40,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
41,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
42,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
43,"[mshtml.dll]",4,0,0.24,0.00,"mshtml.dll",
44,"[mshtml.dll]",4,0,0.24,0.00,"mshtml.dll",
45,"[mshtml.dll]",4,0,0.24,0.00,"mshtml.dll",
46,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
47,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
48,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
49,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
50,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
51,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
52,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
53,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
54,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
55,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
56,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
57,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
58,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
59,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
60,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
61,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
62,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
63,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
64,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
65,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
66,"[jscript9.dll]",1,1,0.06,0.06,"jscript9.dll",
58,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
59,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
60,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
61,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
62,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
63,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
64,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
65,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
66,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
67,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
68,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
69,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
70,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
71,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
72,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
73,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
74,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
75,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
76,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
77,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
78,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
79,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
80,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
81,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
82,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
83,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
84,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
85,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
86,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
87,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
88,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
89,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
90,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
91,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
92,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
93,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
94,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
95,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
96,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
97,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
98,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
99,"[wininet.dll]",1,0,0.06,0.00,"wininet.dll",
100,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
101,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
49,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
50,"[d2d1.dll]",1,1,0.06,0.06,"d2d1.dll",
46,"[urlmon.dll]",1,0,0.06,0.00,"urlmon.dll",
47,"[urlmon.dll]",1,0,0.06,0.00,"urlmon.dll",
48,"[urlmon.dll]",1,0,0.06,0.00,"urlmon.dll",
49,"[iertutil.dll]",1,0,0.06,0.00,"iertutil.dll",
50,"[iertutil.dll]",1,0,0.06,0.00,"iertutil.dll",
51,"[iertutil.dll]",1,0,0.06,0.00,"iertutil.dll",
52,"[iertutil.dll]",1,0,0.06,0.00,"iertutil.dll",
53,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
54,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
55,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
56,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
57,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
58,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
59,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
62,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
63,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
64,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
67,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
43,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
44,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
48,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
49,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
50,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
51,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
52,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
53,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
28,"[WindowsBase.ni.dll]",2,0,0.12,0.00,"WindowsBase.ni.dll",
29,"[WindowsBase.ni.dll]",2,0,0.12,0.00,"WindowsBase.ni.dll",
30,"[WindowsBase.ni.dll]",2,0,0.12,0.00,"WindowsBase.ni.dll",
31,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
32,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
33,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
34,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
35,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
36,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
37,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
38,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
39,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
40,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
41,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
42,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
43,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
44,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
45,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
46,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
47,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
48,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
49,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
50,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
51,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
52,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
53,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
54,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
55,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
56,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
57,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
58,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
59,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
60,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
61,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
62,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
63,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
31,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
32,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
33,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
37,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
38,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
39,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
40,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
41,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
27,"[PresentationCore.ni.dll]",6,0,0.35,0.00,"PresentationCore.ni.dll",
28,"[PresentationCore.ni.dll]",6,0,0.35,0.00,"PresentationCore.ni.dll",
29,"[PresentationCore.ni.dll]",6,0,0.35,0.00,"PresentationCore.ni.dll",
30,"[WindowsBase.ni.dll]",4,0,0.24,0.00,"WindowsBase.ni.dll",
31,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
32,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
33,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
34,"[msctf.dll]",4,0,0.24,0.00,"msctf.dll",
35,"[msctfui.dll]",2,0,0.12,0.00,"msctfui.dll",
36,"[msctfui.dll]",2,0,0.12,0.00,"msctfui.dll",
37,"[msctfui.dll]",1,0,0.06,0.00,"msctfui.dll",
38,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
39,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
40,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
41,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
42,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
43,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
44,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
48,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
49,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
50,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
51,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
52,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
53,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
54,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
55,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
37,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
38,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
40,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
41,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
42,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
43,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
44,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
45,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
46,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
47,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
48,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
49,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
50,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
51,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
52,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
53,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
54,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
55,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
56,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
57,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
58,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
59,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
60,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
61,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
62,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
35,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
36,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
37,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
38,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
39,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
40,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
41,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
42,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
43,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
44,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
48,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
49,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
50,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
51,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
52,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
53,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
54,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
55,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
56,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
57,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
58,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
59,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
60,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
61,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
62,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
63,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
64,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
65,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
66,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
67,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
68,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
69,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
39,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
40,"[msctfui.dll]",1,0,0.06,0.00,"msctfui.dll",
41,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
42,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
43,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
44,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
48,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
49,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
50,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
51,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
52,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
53,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
54,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
55,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
56,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
57,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
58,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
59,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
60,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
61,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
62,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
63,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
64,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
65,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
66,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
67,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
68,"[wow64.dll]",1,1,0.06,0.06,"wow64.dll",
30,"[mscorlib.ni.dll]",1,0,0.06,0.00,"mscorlib.ni.dll",
31,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
32,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
33,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
34,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
35,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
36,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
37,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
30,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
31,"[wpfgfx_v0400.dll]",1,0,0.06,0.00,"wpfgfx_v0400.dll",
32,"[wpfgfx_v0400.dll]",1,0,0.06,0.00,"wpfgfx_v0400.dll",
33,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
40,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
41,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
42,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
43,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
44,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
45,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
46,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
22,"[kernel32.dll]",1,1,0.06,0.06,"kernel32.dll",
21,"[clr.dll]",5,5,0.30,0.30,"clr.dll",
21,"[PresentationCore.ni.dll]",2,2,0.12,0.12,"PresentationCore.ni.dll",
21,"[δ֪]",2,2,0.12,0.12,"[δ֪]",
21,"[mscorlib.ni.dll]",1,1,0.06,0.06,"mscorlib.ni.dll",
20,"[PresentationCore.ni.dll]",1,1,0.06,0.06,"PresentationCore.ni.dll",
19,"[δ֪]",1,1,0.06,0.06,"[δ֪]",
14,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
15,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
16,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
17,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
18,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
19,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
20,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
21,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
22,"[user32.dll]",46,0,2.72,0.00,"user32.dll",
23,"[user32.dll]",46,0,2.72,0.00,"user32.dll",
24,"[user32.dll]",46,0,2.72,0.00,"user32.dll",
25,"[user32.dll]",46,0,2.72,0.00,"user32.dll",
26,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
27,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
28,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
29,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
30,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
31,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
32,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
33,"[rpcrt4.dll]",46,0,2.72,0.00,"rpcrt4.dll",
34,"[rpcrt4.dll]",46,0,2.72,0.00,"rpcrt4.dll",
35,"[combase.dll]",46,0,2.72,0.00,"combase.dll",
36,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
37,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
38,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
39,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
40,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
41,"[clr.dll]",46,0,2.72,0.00,"clr.dll",
42,"[mshtml.dll]",46,0,2.72,0.00,"mshtml.dll",
43,"[mshtml.dll]",46,0,2.72,0.00,"mshtml.dll",
44,"[mshtml.dll]",45,0,2.66,0.00,"mshtml.dll",
45,"[mshtml.dll]",44,0,2.60,0.00,"mshtml.dll",
46,"[mshtml.dll]",42,0,2.48,0.00,"mshtml.dll",
47,"[mshtml.dll]",22,0,1.30,0.00,"mshtml.dll",
